,Statement,Link,Date,Source,Label
360,Contractors hired by government officials to frame Donald Trump are “behind the fake news in mainstream media” and recent protests.,https://www.politifact.com/factchecks/2020/aug/17/facebook-posts/viral-shadowgate-video-makes-sweeping-unfounded-cl/,2020-08-17,Facebook posts,pants-fire
361,“Doug Collins repeatedly joined liberal Stacey Abrams to raise taxes...Kelly’s never voted for a tax increase — and never will.”,https://www.politifact.com/factchecks/2020/aug/17/kelly-loeffler/loeffler-attacks-collins-increasing-taxes-stacey-a/,2020-08-17,Kelly Loeffler,barely-true
362,"“For the past three years, the state senator who represents Speaker Nancy Pelosi’s San Francisco, has led a push to abolish single-family zoning in California.”",https://www.politifact.com/factchecks/2020/aug/17/donald-trump/trump-claims-california-lawmaker-pushed-abolish-si/,2020-08-17,Donald Trump,half-true
363,"Says Kamala Harris said, “If elected & you don’t surrender your guns, I will sign an executive order & the police will show up at your door.”",https://www.politifact.com/factchecks/2020/aug/17/facebook-posts/no-kamala-harris-didnt-say-about-guns/,2020-08-17,Facebook posts,false
364,Says a picture of stacked mailboxes is proof of voter suppression in Wisconsin,https://www.politifact.com/factchecks/2020/aug/17/facebook-posts/no-wisconsin-mailbox-picture-isnt-proof-massive-vo/,2020-08-17,Facebook posts,false
365,"“[Steve] Bullock’s health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.”",https://www.politifact.com/factchecks/2020/aug/17/national-republican-senatorial-committee/gop-senate-ad-misrepresents-montana-governors-stan/,2020-08-17,National Republican Senatorial Committee,false
366,Photo shows Barack Obama and George Clooney in a compromising situation with a child.,https://www.politifact.com/factchecks/2020/aug/17/viral-image/no-photo-doesnt-show-obama-and-clooney-acting-inap/,2020-08-17,Viral image,false
367,“New York Mail-In voting is in a disastrous state of condition. Votes from many weeks ago are missing - a total mess. They have no idea what is going on. Rigged Election.”,https://www.politifact.com/factchecks/2020/aug/15/donald-trump/trump-tweet-mischaracterizes-new-yorks-voting-woes/,2020-08-14,Donald Trump,barely-true
368,“Kamala Harris refused to be sworn in using the Bible.”,https://www.politifact.com/factchecks/2020/aug/14/facebook-posts/kamala-harris-used-bible-ceremonial-swearing-/,2020-08-14,Facebook posts,false
369,Says Sara Gideon’s husband’s law firm “took up to $2 million” from the same federal program she “falsely” attacked Susan Collins over.,https://www.politifact.com/factchecks/2020/aug/14/susan-collins/key-us-senate-race-susan-collins-attack-rival-over/,2020-08-14,Susan Collins,half-true
370,"When COVID-19 struck, the Illinois Department of Employment Security “was hit with something no one expected: 10 to 20 times the claims, even during the worst recession of my lifetime.”",https://www.politifact.com/factchecks/2020/aug/14/jb-pritzker/pritzkers-mostly-correct-about-illinois-historic-u/,2020-08-14,JB Pritzker,mostly-true
371,Says Kamala Harris wants to eliminate beef.,https://www.politifact.com/factchecks/2020/aug/14/facebook-posts/no-kamala-harris-didnt-say-she-wants-eliminate-bee/,2020-08-14,Facebook posts,false
372,"Says Susan Collins ""voted against accountability for opioid makers” and denied taking campaign money from a family who made its wealth selling OxyContin.",https://www.politifact.com/factchecks/2020/aug/14/senate-majority-pac/fact-checking-attack-sen-susan-collins-over-opioid/,2020-08-14,Senate Majority PAC,barely-true
373,“Kamala Harris is the prosecutor who refused to charge the police in the murder of Oscar Grant!”,https://www.politifact.com/factchecks/2020/aug/14/viral-image/no-kamala-harris-wasnt-prosecutor-fruitvale-statio/,2020-08-14,Viral image,false
374,"Says Biden supports a school choice ban that would impact 74,000 Wisconsin students.",https://www.politifact.com/factchecks/2020/aug/14/facebook-posts/no-joe-biden-cant-ban-school-choice-vouchers-wisco/,2020-08-14,Facebook posts,false
375,Says in Texas the “average age of the Republican voter is like 20 years older than the average Democrat.”,https://www.politifact.com/factchecks/2020/aug/14/gene-wu/are-republican-voters-texas-20-years-older-democra/,2020-08-14,Gene Wu,false
376,Says Kamala Harris “advocated for restoring voting rights for the Boston bomber.”,https://www.politifact.com/factchecks/2020/aug/14/nancy-mace/kamala-harris-open-letting-boston-bomber-vote-didn/,2020-08-14,Nancy Mace,barely-true
377,"GOP-backed ""racist disenfrachisement"" led to only five polling places being open in Milwaukee for April 7 election.",https://www.politifact.com/factchecks/2020/aug/14/mandela-barnes/barnes-misses-claim-linking-cut-polling-places-rac/,2020-08-14,Mandela Barnes,barely-true
378,"The Trump administration “added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",https://www.politifact.com/factchecks/2020/aug/14/mike-pence/has-pennsylvania-added-thousands-manufacturing-job/,2020-08-14,Mike Pence,false
379,"Cal Cunningham ""voted for over $1 billion in new taxes.”",https://www.politifact.com/factchecks/2020/aug/13/national-republican-senatorial-committee/attack-ad-right-about-cunninghams-2001-budget-vote/,2020-08-13,National Republican Senatorial Committee,true
380,An Illinois couple who received five vote-by-mail applications can vote five times.,https://www.politifact.com/factchecks/2020/aug/13/facebook-posts/no-receiving-multiple-ballot-applications-doesnt-l/,2020-08-13,Facebook posts,false
381,"Says Donald Trump “just promised that if he wins reelection, he’ll gut Social Security and Medicare.”",https://www.politifact.com/factchecks/2020/aug/13/kamala-harris/kamala-harris-flawed-social-security-medicare-atta/,2020-08-13,Kamala Harris,barely-true
382,"“Depending on which study you look at, either 68% or 5 out of 6 individuals ... are making more on unemployment than they did on the job.”",https://www.politifact.com/factchecks/2020/aug/13/ron-johnson/johnsons-claim-some-earn-more-unemployment-working/,2020-08-13,Ron Johnson,mostly-true
383,Says Tommy Tuberville “is for privatizing Social Security and cutting Medicare.”,https://www.politifact.com/factchecks/2020/aug/13/doug-jones/doug-jones-misleads-about-tommy-tubervilles-positi/,2020-08-13,Doug Jones,half-true
384,"Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine.",https://www.politifact.com/factchecks/2020/aug/13/facebook-posts/conspiracy-about-moderna-gates-epstein-fauci-and-s/,2020-08-13,Facebook posts,pants-fire
385,“DEVELOPING: Kamala’s sister takes hydroxychloroquine.”,https://www.politifact.com/factchecks/2020/aug/13/paul-sperry/kamala-harriss-sister-does-take-hydroxychloroquine/,2020-08-13,Paul Sperry,half-true
386,"Says Kamala Harris ""said she believed that Joe Biden committed sexual assault against various women.”",https://www.politifact.com/factchecks/2020/aug/13/tucker-carlson/tucker-carlson-misrepresents-harris-comments-women/,2020-08-13,Tucker Carlson,barely-true
387,“The Democrats don’t want to do anything having to do with protecting people from eviction.”,https://www.politifact.com/factchecks/2020/aug/13/donald-trump/donald-trump-falsely-says-democrats-dont-want-prot/,2020-08-13,Donald Trump,false
388,"The FBI raided a “Cleveland office linked to Ukraine. Biden, Pelosi, Kerry and Romney all had sons getting tens of millions of dollars from no-show jobs in Ukraine.”",https://www.politifact.com/factchecks/2020/aug/13/facebook-posts/cleveland-fbi-raid-resurfaces-debunked-conspiracy-/,2020-08-13,Facebook posts,false
389,"Says Donald Trump tweeted, “WHO Thinks ‘Child Lifes Matter’ Should Be PAINTED In The STREETS OF HOLLYWOOD???”",https://www.politifact.com/factchecks/2020/aug/13/viral-image/donald-trump-didn-tweet-child-lifes-matter/,2020-08-13,Viral image,pants-fire
390,Says the U.S. Senate is “dominated by millionaires” and that he is “not one of them.”,https://www.politifact.com/factchecks/2020/aug/13/cory-booker/cory-booker-said-us-senate-dominated-millionaires-/,2020-08-13,Cory Booker,true
391,Says Kamala Harris called Joe Biden “a racist” during a Democratic presidential debate.,https://www.politifact.com/factchecks/2020/aug/12/instagram-posts/harris-did-not-call-biden-racist-during-her-busing/,2020-08-12,Instagram posts,false
392,"""Donald Trump says he will ‘terminate’ Social Security if re-elected.""",https://www.politifact.com/factchecks/2020/aug/12/social-security-works/did-trump-say-he-will-terminate-social-security-if/,2020-08-12,Social Security Works,barely-true
393,Say Joe Biden is a pedophile.,https://www.politifact.com/factchecks/2020/aug/12/facebook-posts/fact-checking-pedophilia-attacks-against-joe-biden/,2020-08-12,Facebook posts,pants-fire
394,A graph shows the number of human trafficking arrests increased dramatically under President Donald Trump.,https://www.politifact.com/factchecks/2020/aug/12/viral-image/graph-showing-rising-human-trafficking-arrests-und/,2020-08-12,Viral image,false
395,Says series of 11 photos are “from the 1918 flu pandemic.”,https://www.politifact.com/factchecks/2020/aug/12/facebook-posts/no-not-all-these-photos-are-1918-flu-pandemic/,2020-08-12,Facebook posts,barely-true
396,Photo shows “Kamala Harris’s parents.”,https://www.politifact.com/factchecks/2020/aug/12/viral-image/viral-photo-questioning-kamala-harriss-race-does-n/,2020-08-12,Viral image,pants-fire
397,"Asked about asylum seekers in camps in Mexico, “This is the first time ever you've had to seek asylum in a third country.”",https://www.politifact.com/factchecks/2020/aug/12/joe-biden/fact-checking-joe-bidens-claim-asylum-seekers-mexi/,2020-08-12,Joe Biden,mostly-true
398,“Central Park actually used to be a town called Seneca Village” founded by African Americans in 1825.,https://www.politifact.com/factchecks/2020/aug/12/tiktok-posts/was-central-park-once-town-called-seneca-village/,2020-08-12,TikTok posts,mostly-true
399,“34% of Wisconsin renters are at risk of eviction.”,https://www.politifact.com/factchecks/2020/aug/12/state-democratic-party-wisconsin/yes-high-percentage-wisconsin-renters-are-risk-evi/,2020-08-12,Democratic Party of Wisconsin,mostly-true
400,"If Joe Biden can’t serve his full term, Kamala Harris “cannot by constitutional law become president.”",https://www.politifact.com/factchecks/2020/aug/11/facebook-posts/kamala-harris-eligible-be-president/,2020-08-11,Facebook posts,false
401,"“If the vaccine came out tomorrow, how in the heck would we get it to people? There is no game plan.”",https://www.politifact.com/factchecks/2020/aug/11/joe-biden/joe-biden-said-there-no-game-plan-distribute-coron/,2020-08-11,Joe Biden,mostly-true
402,"Says Ruth Bader Ginsburg said, “The age of consent for sexual acts must be lowered to age 12 years old.”",https://www.politifact.com/factchecks/2020/aug/11/viral-image/no-ruth-bader-ginsburg-didnt-say-she-wanted-lower-/,2020-08-11,Viral image,false
403,Says Joe Biden owns a private island next to Jeffrey Epstein’s.,https://www.politifact.com/factchecks/2020/aug/11/facebook-posts/no-joe-biden-doesnt-own-private-island-near-jeffre/,2020-08-11,Facebook posts,pants-fire
404,"Trump’s plan “would suspend the 7.65% your employer matches. See? You will NOT get that, nor will your wage or salary increase by 7.65%”",https://www.politifact.com/factchecks/2020/aug/10/facebook-posts/facebook-post-misleadingly-says-trump-employer-mat/,2020-08-10,Facebook posts,half-true
405,"“Let me splain how ‘no payroll taxes’ helps you, it doesn’t. It helps employers.”",https://www.politifact.com/factchecks/2020/aug/10/facebook-posts/facebook-post-misleadingly-says-trump-payroll-tax-/,2020-08-10,Facebook posts,half-true
406,“Killing the payroll tax means killing Social Security.”,https://www.politifact.com/factchecks/2020/aug/10/facebook-posts/claim-about-killing-payroll-tax-and-social-securit/,2020-08-10,Facebook posts,half-true
407,President Donald Trump “put a hold on ALL EVICTIONS through December.”,https://www.politifact.com/factchecks/2020/aug/10/facebook-posts/no-donald-trump-did-not-put-hold-evictions-through/,2020-08-10,Facebook posts,false
408,"""Third party votes only siphon from (Democrats).”",https://www.politifact.com/factchecks/2020/aug/10/instagram-posts/third-party-candidates-hamper-both-republicans-dem/,2020-08-10,Instagram posts,false
409,Photos from the movie “Lilo & Stitch” support child sex-trafficking conspiracy theories.,https://www.politifact.com/factchecks/2020/aug/10/viral-image/disney-movie-not-nodding-pizzagate/,2020-08-10,Viral image,false
410,Says the coronavirus has a “99.9% recovery rate” in Texas.,https://www.politifact.com/factchecks/2020/aug/10/allen-west/what-recovery-rate-covid-19-texas/,2020-08-10,Allen West,false
411,"Says ""Pelosi blackmails Congress! She demands mail-in voting or no 2nd stimulus for you and your family.”",https://www.politifact.com/factchecks/2020/aug/07/facebook-posts/heroes-act-includes-more-election-funding-does-not/,2020-08-07,Facebook posts,false
412,“Herd immunity has been reached.”,https://www.politifact.com/factchecks/2020/aug/07/facebook-posts/no-us-hasnt-achieved-herd-immunity-covid-19/,2020-08-07,Facebook posts,false
413,"Black Lives Matter ""injures 1000 police officers kills 36 people and does $8 billion in damage.""",https://www.politifact.com/factchecks/2020/aug/07/facebook-posts/no-proof-black-lives-matter-killed-36-people-injur/,2020-08-07,Facebook posts,false
414,Video shows missile attack in Beirut explosion.,https://www.politifact.com/factchecks/2020/aug/07/blog-posting/fake-video-shows-missile-attack-beirut-explosion/,2020-08-07,Bloggers,false
415,Photos show six fires around the world “in the last 24 hours.”,https://www.politifact.com/factchecks/2020/aug/07/viral-image/photos-show-recent-incidents-around-world-theres-m/,2020-08-07,Viral image,mostly-true
416,A photo showing Ellen DeGeneres with a girl is evidence of a child sex-trafficking conspiracy.,https://www.politifact.com/factchecks/2020/aug/07/viral-image/photo-shows-ellen-degeneres-and-her-niece-vacation/,2020-08-07,Viral image,pants-fire
417,"The Beirut explosion was linked to “human trafficking by HRC.""",https://www.politifact.com/factchecks/2020/aug/07/facebook-posts/pizzagate-conspiracy-theorists-spread-false-claims/,2020-08-07,Facebook posts,false
418,“3.8% of Wisconsin’s coronavirus funding has been spent.”,https://www.politifact.com/factchecks/2020/aug/07/bryan-steil/gop-lawmaker-only-tells-part-story-claim-wisconsin/,2020-08-07,Bryan Steil,half-true
419,Photo shows Bill Clinton among others not wearing a mask at John Lewis’ funeral.,https://www.politifact.com/factchecks/2020/aug/07/viral-image/photo-bill-clinton-five-years-old-not-john-lewis-f/,2020-08-07,Viral image,false
420,“This man funds #ANTIFA. He is a real #NAZI. His name is George Soros.”,https://www.politifact.com/factchecks/2020/aug/06/viral-image/no-george-soros-not-nazi-who-funds-antifa/,2020-08-06,Viral image,pants-fire
421,Scores of politicians and others are on a “list” of sex cases from newly unsealed Ghislaine Maxwell court documents.,https://www.politifact.com/factchecks/2020/aug/06/facebook-posts/no-list-sex-cases-facebook-not-unsealed-ghislaine-/,2020-08-06,Facebook posts,false
422,"“The retail market we participate in is extraordinarily large and competitive. Amazon accounts for less than 1% of the $25 trillion global retail market, and less than 4% of U.S. retail.”",https://www.politifact.com/factchecks/2020/aug/06/jeff-bezos/bezos-statistics-ignore-amazons-monopoly-us-e-comm/,2020-08-06,Jeff Bezos,half-true
423,“The average cost of child care in this country is more than what it costs to send a child to college for one year.”,https://www.politifact.com/factchecks/2020/aug/06/linda-sanchez/comparing-price-child-care-college-tuition/,2020-08-06,Linda Sánchez,barely-true
424,"""The GOP lawyer who helped Kanye West get on the ballot in Wisconsin is actively working for Donald Trump's campaign.""",https://www.politifact.com/factchecks/2020/aug/06/instagram-posts/yes-trump-lawyer-helped-kanye-west-try-get-wiscons/,2020-08-06,Instagram posts,true
425,"Says Angela Merkel is the daughter of Adolf Hitler, Justin Trudeau is the son of Fidel Castro and Barbara Bush is the daughter of Aleister Crowley.",https://www.politifact.com/factchecks/2020/aug/06/viral-image/these-political-families-are-fake/,2020-08-06,Viral image,pants-fire
426,"“When Byron Donalds wanted a state job, he lied, claiming he wasn’t a felon despite convictions for drugs and felony theft.”",https://www.politifact.com/factchecks/2020/aug/06/casey-askar/florida-gop-candidates-ad-misleads-about-rivals-cr/,2020-08-06,Casey Askar,barely-true
427,"“The Beirut bombing today was directly next to the Lebanon Central Bank, which is also owned by the most evil deep state family, the Rothschilds. There are no coincidences.”",https://www.politifact.com/factchecks/2020/aug/06/facebook-posts/qanon-conspiracy-theorists-seek-link-beirut-blast-/,2020-08-06,Facebook posts,false
428,"“CDC reports, but media silent on truth about April 7 Wisc election” not causing a spike in COVID-19 cases.",https://www.politifact.com/factchecks/2020/aug/06/dean-knudson/election-commission-member-wrong-about-media-cover/,2020-08-06,Dean Knudson,false
429,“California has six extra” congressional representatives “because illegals are counted” in the census.,https://www.politifact.com/factchecks/2020/aug/06/facebook-posts/calif-has-extra-us-house-seats-because-illegals-no/,2020-08-06,Facebook posts,barely-true
430,"“Mark Kelly criticized the (Paycheck Protection Program), then turned around and took money for his own multi-million dollar company.”",https://www.politifact.com/factchecks/2020/aug/06/martha-mcsally/fact-checking-arizona-senate-race-claim-about-mark/,2020-08-06,Martha McSally,barely-true
431,Children are “almost immune from this disease.”,https://www.politifact.com/factchecks/2020/aug/06/donald-trump/children-are-almost-immune-disease/,2020-08-06,Donald Trump,false
432,There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,https://www.politifact.com/factchecks/2020/aug/05/mandy-cohen/there-correlation-between-north-carolinas-mask-law/,2020-08-05,Mandy Cohen,mostly-true
433,“Israel dropped a tactical nuclear weapon on the port of Beirut.”,https://www.politifact.com/factchecks/2020/aug/05/blog-posting/no-evidence-israel-hit-beirut-nuclear-missile/,2020-08-05,Bloggers,false
434,"Photo shows Angela Merkel, Theresa May and Dalia Grybauskaitė as teenagers.",https://www.politifact.com/factchecks/2020/aug/05/viral-image/photo-shows-angela-merkel-not-other-leaders/,2020-08-05,Viral image,false
435,Say “Sam Hyde identified as perpitrator (sic) of Beirut explosion”,https://www.politifact.com/factchecks/2020/aug/05/blog-posting/running-internet-prank-ties-us-comedian-beirut-bla/,2020-08-05,Bloggers,pants-fire
436,"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”",https://www.politifact.com/factchecks/2020/aug/05/brett-giroir/yes-least-five-randomized-controlled-studies-say-h/,2020-08-05,Brett Giroir,mostly-true
437,"“...Virginia, more than any other state, had the steepest drop in the number of abortions between 2011 and 2017.”",https://www.politifact.com/factchecks/2020/aug/05/family-foundation/did-virginia-lead-nation-reducing-abortions-not-qu/,2020-08-05,The Family Foundation,mostly-true
438,“At John Lewis funeral Obama told a room full of people that rooms full of people is too dangerous so we must mail in vote.”,https://www.politifact.com/factchecks/2020/aug/05/facebook-posts/facebook-post-mischaracterizes-obamas-eulogy-john-/,2020-08-05,Facebook posts,false
439,Photo shows “Myrtle Beach 30 minutes ago.”,https://www.politifact.com/factchecks/2020/aug/05/viral-image/no-isnt-photo-myrtle-beach-during-hurricane-isaias/,2020-08-05,Viral image,false
440,Says “Joe Biden is absolutely on board with defunding the police.”,https://www.politifact.com/factchecks/2020/aug/05/donald-trump/no-joe-biden-isnt-board-defunding-police/,2020-08-05,Donald Trump,false
441,Says Bubba Watson wrote a viral Facebook post about Black Lives Matter.,https://www.politifact.com/factchecks/2020/aug/04/facebook-posts/bubba-watson-didnt-write-facebook-post-about-black/,2020-08-04,Facebook posts,pants-fire
442,Photo shows “7 Marines killed in training exercise yesterday.”,https://www.politifact.com/factchecks/2020/aug/04/viral-image/facebook-post-blends-facts-two-fatal-marine-traini/,2020-08-04,Viral image,barely-true
443,“Five veterinary labs have their CLIA certification to officially test human patients. There are a lot of labs who are doing surveillance testing that don't need the CLIA certification.”,https://www.politifact.com/factchecks/2020/aug/04/brett-giroir/giroir-says-labs-test-livestock-could-ease-covid-t/,2020-08-04,Brett Giroir,mostly-true
444,"Says Bill Gates said, “We need to develop a digital certificate that shows who has received all the vaccinations. Only those with all the required vaccinations may travel, visit churches, participate in sports and music events, get a job, etc.”",https://www.politifact.com/factchecks/2020/aug/04/viral-image/bill-gates-didnt-say-about-covid-19-vaccines/,2020-08-04,Viral image,false
445,Federal agents in Portland have been “kidnapping and holding citizens without charges.”,https://www.politifact.com/factchecks/2020/aug/04/bob-casey/sen-bob-casey-said-federal-agents-kidnapped-protes/,2020-08-04,Bob Casey,mostly-true
446,A photo shows a large crowd in Berlin protesting the “covid hoax.”,https://www.politifact.com/factchecks/2020/aug/03/viral-image/photo-doesnt-show-covid-19-protest-crowd-germany-i/,2020-08-03,Viral image,false
447,"“You know what’s in this bill? No medical malpractice suits until 2024, even if they’re not COVID related.”",https://www.politifact.com/factchecks/2020/aug/03/charles-schumer/fact-checking-chuck-schumers-claim-republican-bill/,2020-08-03,Charles Schumer,barely-true
448,"Says Haley Stevens’ plan for “socialized medicine” would “eliminate 100,000 doctors and nurses.”",https://www.politifact.com/factchecks/2020/aug/03/eric-esshaki/esshaki-campaign-misrepresents-haley-stevens-stanc/,2020-08-03,Eric Esshaki,barely-true
449,"“$258,000/month: Amount Blake Griffin will pay in child support to ex Brynn Cameron.”",https://www.politifact.com/factchecks/2020/aug/03/viral-image/blake-griffin-and-ex-fiancee-say-he-doesnt-pay-258/,2020-08-03,Viral image,false
450,The White House doctored a photo of a Donald Trump event “to make the crowd look bigger.”,https://www.politifact.com/factchecks/2020/aug/03/facebook-posts/no-white-house-didnt-release-doctored-image-trumps/,2020-08-03,Facebook posts,false
451,"Under an executive order, “expensive insulin went from big dollars to virtual pennies … especially (for) our seniors.”",https://www.politifact.com/factchecks/2020/aug/03/donald-trump/trump-inflates-insulin-help-seniors/,2020-08-03,Donald Trump,barely-true
452,“CNN is at it again. Putting a black guy’s head on a lily white dude to push an agenda.”,https://www.politifact.com/factchecks/2020/aug/03/viral-image/no-cnn-didnt-doctor-these-photos/,2020-08-03,Viral image,false
453,Says Target ended its “Heroes & Helpers” program that pairs children with police officers for holiday shopping trips.,https://www.politifact.com/factchecks/2020/aug/03/facebook-posts/no-target-didnt-end-its-shop-cop-program-distance-/,2020-08-03,Facebook posts,false
454,Says Milwaukee police were protecting a sex offender's house and snuck children out of it after a mother tracked her missing daughter to that address.,https://www.politifact.com/factchecks/2020/aug/03/facebook-posts/conspiracy-linking-milwaukee-police-alleged-sex-tr/,2020-08-03,Facebook posts,false
455,A study from the CDC and the WHO “proves face masks do not prevent the spread of a virus.”,https://www.politifact.com/factchecks/2020/jul/31/facebook-posts/no-cdc-who-study-does-not-prove-masks-do-not-preve/,2020-07-31,Facebook posts,false
456,Absentee voting is different from mail-in voting and has more protections against fraud.,https://www.politifact.com/factchecks/2020/jul/31/donald-trump/donald-trump-draws-false-distinction-between-absen/,2020-07-31,Donald Trump,false
457,"Says Herman Cain died of cancer, not COVID-19.",https://www.politifact.com/factchecks/2020/jul/31/facebook-posts/herman-cain-died-covid-19-not-cancer/,2020-07-31,Facebook posts,false
458,Says George Floyd appeared on Judge Judy.,https://www.politifact.com/factchecks/2020/jul/31/viral-image/george-floyd-judge-judy-not-same-man-killed-police/,2020-07-31,Viral image,false
459,“The first Statue of Liberty given to the U.S. by France was a Black woman which the U.S. rejected.”,https://www.politifact.com/factchecks/2020/jul/31/viral-image/viral-image-shows-caribbean-statue-unveiled-2007-n/,2020-07-31,Viral image,false
460,"“Mississippi got 10,145 warrants for unemployment fraud!!”",https://www.politifact.com/factchecks/2020/jul/31/facebook-posts/facebook-warnings-warrants-unemployment-fraud-lack/,2020-07-31,Facebook posts,barely-true
461,“Florida is doing over five times better” than New Jersey and New York in COVID-19 deaths per million people.,https://www.politifact.com/factchecks/2020/jul/31/facebook-posts/heres-whats-missing-about-florida-5-times-better-c/,2020-07-31,Facebook posts,barely-true
462,"“Right now, we are about 4% behind the (census) response rate where we were in 2010. But for Black and Latino and Native American communities, they’re behind by 10%.”",https://www.politifact.com/factchecks/2020/jul/31/stacey-abrams/fact-checking-stacey-abrams-comparison-census-resp/,2020-07-31,Stacey Abrams,half-true
463,Says Donald Trump was caught on a hot mic insulting his supporters.,https://www.politifact.com/factchecks/2020/jul/31/viral-image/no-trump-wasnt-caught-insulting-his-supporters/,2020-07-31,Viral image,pants-fire
464,Says actor Kurt Russell said this about the police.,https://www.politifact.com/factchecks/2020/jul/31/facebook-posts/no-evidence-kurt-russell-wrote-social-media-post-s/,2020-07-31,Facebook posts,false
465,A common cold can cause a positive COVID-19 test.,https://www.politifact.com/factchecks/2020/jul/31/viral-image/common-cold-wont-cause-false-positive-covid-19-tes/,2020-07-31,Viral image,false
466,Says Tom Hanks’ name is on Jeffrey Epstein’s flight logs.,https://www.politifact.com/factchecks/2020/jul/31/facebook-posts/no-tom-hanks-name-not-jeffrey-epsteins-flight-logs/,2020-07-31,Facebook posts,pants-fire
467,“America was the ONLY country that ended” slavery,https://www.politifact.com/factchecks/2020/jul/31/facebook-posts/us-was-one-last-countries-abolish-slavery/,2020-07-31,Facebook posts,false
468,"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota, Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""",https://www.politifact.com/factchecks/2020/jul/31/wisconsin-state-senate-democrats/wisconsin-democrats-say-lawmakers-neighboring-stat/,2020-07-31,Wisconsin state Senate Democrats,mostly-true
469,"Says he opposes statewide mask order because it would require him to “wear a mask in my house, or walking my dog.”",https://www.politifact.com/factchecks/2020/jul/30/van-wanggaard/Evers-Wisconsin-mask-order-not-require-masks-house/,2020-07-30,Van Wanggaard,false
470,"A patch on law enforcement officers in Portland is for “ZTI solutions, a PRIVATE contractor.”",https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/no-these-officers-portland-are-not-private-contrac/,2020-07-30,Facebook posts,false
471,"Photos show Portland, Ore., after protests.",https://www.politifact.com/factchecks/2020/jul/30/viral-image/no-these-arent-photos-portland-ore-after-protests/,2020-07-30,Viral image,pants-fire
472,"“The NFL agreed to give the domestic terror group, BLM, 250 million dollars.”",https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/nfl-didnt-agree-donate-250m-black-lives-matter/,2020-07-30,Facebook posts,false
473,"""Black Lives Matter is a terrorist organization.""",https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/black-lives-matter-not-terrorist-organization/,2020-07-30,Facebook posts,false
474,"The longest filibuster in U.S. history was 75 days and “took place in 1964, when Democrats tried to block the Civil Rights Act.”",https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/group-southern-democrats-not-all-democrats-held-19/,2020-07-30,Facebook posts,barely-true
475,A photo shows Portland protesters pointing lasers at federal officers.,https://www.politifact.com/factchecks/2020/jul/30/viral-image/photo-protest-chile-2019/,2020-07-30,Viral image,false
476,Says wearing masks has been “proven ineffective.”,https://www.politifact.com/factchecks/2020/jul/30/michael-schraa/wisconsin-gop-lawmaker-misleads-claim-masks-are-in/,2020-07-30,Michael Schraa,false
477,"“If you have worked during the COVID-19 pandemic, the Department of Labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.”",https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/no-labor-department-isnt-giving-essential-workers-/,2020-07-30,Facebook posts,pants-fire
478,“SpongeBob’s license address is Jeffrey Epstein’s private island!”,https://www.politifact.com/factchecks/2020/jul/30/viral-image/no-jeffrey-epstein-didnt-share-address-spongebob-s/,2020-07-30,Viral image,false
479,“Joe Biden takes a knee after spotting an American flag near his childhood home in Pennsylvania.”,https://www.politifact.com/factchecks/2020/jul/30/viral-image/photo-shows-biden-kneeling-talk-child-not-because-/,2020-07-30,Viral image,false
480,“American coronavirus vaccine killed five Ukrainians.”,https://www.politifact.com/factchecks/2020/jul/30/facebook-posts/theres-no-evidence-us-covid-19-vaccine-killed-5-uk/,2020-07-30,Facebook posts,false
481,"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",https://www.politifact.com/factchecks/2020/jul/30/mj-hegar/how-many-texans-cant-access-health-insurance-cover/,2020-07-30,M.J. Hegar,true
482,“Hurricane ‘Hanna’ hitting Texas has blown over part of a border wall.”,https://www.politifact.com/factchecks/2020/jul/29/viral-image/no-isnt-video-hurricane-hanna-felling-border-barri/,2020-07-29,Viral image,false
483,“Local governments are making these (COVID-19) decisions on inaccurate data because the negatives are not being entered … across the state of Wisconsin.”,https://www.politifact.com/factchecks/2020/jul/29/steve-nass/yes-there-were-delays-reporting-negative-covid-19-/,2020-07-29,Steve Nass,half-true
484,Florida state Senate candidate Ray Rodrigues “is promoting illegal immigration.”,https://www.politifact.com/factchecks/2020/jul/29/florida-we-trust/ad-wrongly-says-florida-republican-promoting-illeg/,2020-07-29,In Florida We Trust,false
485,“Portland goon squads were Blackwater contractors not federal officers.”,https://www.politifact.com/factchecks/2020/jul/29/facebook-posts/who-are-officers-detaining-protesters-portland/,2020-07-29,Facebook posts,false
